tconst,nconst,category,job,characters
tt0361467,nm0305081,actor,NA,"[""Stu""]"
tt0361467,nm0000444,actress,NA,"[""Karen""]"
tt0361467,nm0837406,director,NA,NA
tt0361467,nm1358381,writer,book,NA
tt0361467,nm0661275,writer,screenplay,NA
tt0361467,nm0500107,producer,producer,NA
tt0361467,nm0005414,producer,producer,NA
tt0388980,nm0403397,cinematographer,director of photography,NA
tt0388980,nm0479471,actor,NA,"[""Francis Ouimet""]"
tt0388980,nm0226820,actor,NA,"[""Harry Vardon""]"
tt0388980,nm0000480,actor,NA,"[""Arthur Ouimet""]"
tt0388980,nm1412815,actor,NA,"[""Young Harry Vardon""]"
tt0388980,nm0000200,director,NA,NA
tt0388980,nm0004111,writer,"book ""The Greatest Game Ever Played: Harry Vardon, Francis Ouimet, and the Birth of Modern Golf""",NA
tt0388980,nm0088780,producer,producer,NA
tt0388980,nm0108368,producer,producer,NA
tt0388980,nm0003911,composer,NA,NA
tt1160368,nm0704909,composer,NA,NA
tt1160368,nm1078479,actor,NA,"[""Danny Fisher""]"
tt1160368,nm1008709,actress,NA,"[""Molly Porter""]"
tt1160368,nm0318821,actor,NA,"[""Miles Jackson""]"
tt1160368,nm0004996,actor,NA,"[""George Aiken""]"
tt1160368,nm0001317,director,NA,NA
tt1160368,nm2896816,writer,written by,NA
tt1160368,nm0330428,producer,producer,NA
tt1160368,nm0482175,producer,producer,NA
tt1160368,nm2249958,producer,producer,NA
tt0107438,nm0822975,cinematographer,director of photography,NA
tt0107438,nm0000237,actor,NA,"[""James Ubriacco""]"
tt0107438,nm0000263,actress,NA,"[""Mollie Ubriacco""]"
tt0107438,nm0302356,actor,NA,"[""Mikey Ubriacco""]"
tt0107438,nm0526939,actress,NA,"[""Julie Ubriacco""]"
tt0107438,nm0740568,director,NA,NA
tt0107438,nm0228908,writer,written by,NA
tt0107438,nm0002132,writer,characters,NA
tt0107438,nm0006790,producer,producer,NA
tt0107438,nm0743919,composer,NA,NA
tt7608028,nm1802238,editor,NA,NA
tt7608028,nm1910255,actor,NA,"[""Logan Wallace""]"
tt7608028,nm4572072,actress,NA,"[""Naomi Wallace""]"
tt7608028,nm0404656,actress,NA,"[""Martha""]"
tt7608028,nm0040653,actor,NA,"[""Chris""]"
tt7608028,nm2460402,director,NA,NA
tt7608028,nm5547881,director,NA,NA
tt7608028,nm0029445,producer,producer,NA
tt7608028,nm1822558,composer,NA,NA
tt7608028,nm1743692,cinematographer,NA,NA
tt1592281,nm0203850,production_designer,NA,NA
tt1592281,nm0931329,actress,NA,"[""Margot""]"
tt1592281,nm0736622,actor,NA,"[""Lou""]"
tt1592281,nm0798971,actress,NA,"[""Geraldine""]"
tt1592281,nm1378320,actor,NA,"[""Aaron""]"
tt1592281,nm0001631,director,NA,NA
tt1592281,nm0146889,producer,producer,NA
tt1592281,nm1365883,composer,NA,NA
tt1592281,nm0600261,cinematographer,director of photography,NA
tt1592281,nm0232083,editor,NA,NA
tt0329691,nm0002614,cinematographer,director of photography,NA
tt0329691,nm0376540,actor,NA,"[""Ford""]"
tt0329691,nm0001084,actor,NA,"[""Trey""]"
tt0329691,nm0005195,actress,NA,"[""Shane""]"
tt0329691,nm0007167,actor,NA,"[""Yellow Car Driver""]"
tt0329691,nm0994538,director,NA,NA
tt0329691,nm0425780,writer,written by,NA
tt0329691,nm0525160,producer,producer,NA
tt0329691,nm0605775,producer,producer,NA
tt0329691,nm0704909,composer,NA,NA
tt0120633,nm0000384,composer,NA,NA
tt0120633,nm0000237,actor,NA,"[""Jan Schlichtmann""]"
tt0120633,nm0000380,actor,NA,"[""Jerome Facher""]"
tt0120633,nm0000599,actress,NA,"[""Anne Anderson""]"
tt0120633,nm0001724,actor,NA,"[""Kevin Conway""]"
tt0120633,nm0001873,director,NA,NA
tt0120633,nm0364025,writer,book,NA
tt0120633,nm0679353,producer,producer,NA
tt0120633,nm0000602,producer,producer,NA
tt0120633,nm0748784,producer,producer,NA
tt1464763,nm2134910,cinematographer,director of photography,NA
tt1464763,nm0002907,actor,NA,"[""Leo""]"
tt1464763,nm0748620,actor,NA,"[""Cactus Bill""]"
tt1464763,nm0857620,actor,NA,"[""Duck""]"
tt1464763,nm8619937,actor,NA,"[""Young Leo""]"
tt1464763,nm1512910,director,NA,NA
tt1464763,nm3467335,writer,screenplay by,NA
tt1464763,nm1568035,producer,producer,NA
tt1464763,nm1848253,producer,producer,NA
tt1464763,nm0543739,composer,NA,NA
tt0114682,nm0597812,editor,NA,NA
tt0114682,nm0000648,actor,NA,"[""Noxeema""]"
tt0114682,nm0000664,actor,NA,"[""Vida""]"
tt0114682,nm0000491,actor,NA,"[""Chi-Chi""]"
tt0114682,nm0000330,actress,NA,"[""Carol Ann""]"
tt0114682,nm0452319,director,NA,NA
tt0114682,nm0063819,writer,written by,NA
tt0114682,nm0113583,producer,producer,NA
tt0114682,nm0006235,composer,NA,NA
tt0114682,nm0556965,cinematographer,NA,NA
tt1073507,nm0005259,actress,NA,"[""Lydia Dunfree""]"
tt1073507,nm0004395,actor,NA,"[""Henry Pollard""]"
tt1073507,nm0547800,actor,NA,"[""Ron Donald""]"
tt1073507,nm1218621,actor,NA,"[""Kyle Bradway""]"
tt1073507,nm0771414,actor,NA,"[""Roman DeBeers""]"
tt1073507,nm0256722,writer,creator,NA
tt1073507,nm0262052,writer,creator,NA
tt1073507,nm0748620,writer,creator,NA
tt1073507,nm0859432,writer,creator,NA
tt1073507,nm0135221,actress,NA,"[""Casey Klein""]"
tt0105415,nm0156816,editor,NA,NA
tt0105415,nm0000403,actress,NA,"[""Janet Livermore""]"
tt0105415,nm0001714,actor,NA,"[""Steve Dunne""]"
tt0105415,nm0001718,actress,NA,"[""Linda Powell""]"
tt0105415,nm0445992,actress,NA,"[""Debbie Hunt""]"
tt0105415,nm0001081,director,NA,NA
tt0105415,nm0368069,producer,producer,NA
tt0105415,nm0922581,composer,NA,NA
tt0105415,nm0005714,cinematographer,NA,NA
tt0105415,nm0825336,cinematographer,NA,NA
tt0829459,nm0000093,producer,producer,NA
tt0829459,nm0001401,actress,NA,"[""Mariane""]"
tt0829459,nm0001246,actor,NA,"[""Danny""]"
tt0829459,nm0451234,actor,NA,"[""Captain""]"
tt0829459,nm0659544,actress,NA,"[""Asra""]"
tt0829459,nm0935863,director,NA,NA
tt0829459,nm0650089,writer,screenplay,NA
tt0829459,nm1490413,writer,book,NA
tt0829459,nm0247787,producer,producer,NA
tt0829459,nm0306890,producer,producer,NA
tt0120841,nm0005772,cinematographer,NA,NA
tt0120841,nm0000449,actress,NA,"[""Eve""]"
tt0120841,nm0000514,actor,NA,"[""Press""]"
tt0120841,nm0001339,actress,NA,"[""Dr. Laura Baker""]"
tt0120841,nm0932112,actor,NA,"[""Dennis Gamble""]"
tt0120841,nm0575389,director,NA,NA
tt0120841,nm0271022,writer,characters,NA
tt0120841,nm0104333,writer,written by,NA
tt0120841,nm0541548,producer,producer,NA
tt0120841,nm0790481,composer,NA,NA
tt0110638,nm0005883,cinematographer,director of photography,NA
tt0110638,nm0000149,actress,NA,"[""Nell""]"
tt0110638,nm0000553,actor,NA,"[""Jerome Lovell""]"
tt0110638,nm0001670,actress,NA,"[""Paula Olsen""]"
tt0110638,nm0508844,actor,NA,"[""Alexander Paley""]"
tt0110638,nm0000776,director,NA,NA
tt0110638,nm0359613,writer,"play ""Idioglossia""",NA
tt0110638,nm0629933,writer,screenplay,NA
tt0110638,nm0592911,producer,producer,NA
tt0110638,nm0006142,composer,NA,NA
tt0090685,nm0868242,writer,screenplay,NA
tt0090685,nm0001098,actor,NA,"[""Thornton Melon""]"
tt0090685,nm0001419,actress,NA,"[""Dr. Diane Turner""]"
tt0090685,nm0949350,actor,NA,"[""Lou""]"
tt0090685,nm0330360,actor,NA,"[""Jason Melon""]"
tt0090685,nm0582635,director,NA,NA
tt0090685,nm0276248,writer,story,NA
tt0090685,nm0810948,writer,story,NA
tt0090685,nm0436950,writer,screenplay,NA
tt0090685,nm0692332,writer,screenplay,NA
tt0424205,nm0781365,editor,NA,NA
tt0424205,nm1208167,actress,NA,"[""Anna Sörensen""]"
tt0424205,nm0299811,actor,NA,"[""Nikolaus Sprink""]"
tt0424205,nm0133899,actor,NA,"[""Le lieutenant Audebert""]"
tt0424205,nm0221745,actress,NA,"[""Anna Sörensen""]"
tt0424205,nm0137228,director,NA,NA
tt0424205,nm0744384,producer,producer,NA
tt0424205,nm0739151,composer,NA,NA
tt0424205,nm0005698,cinematographer,director of photography,NA
tt0424205,nm1294541,editor,NA,NA
tt0120008,nm0172818,cinematographer,director of photography,NA
tt0120008,nm0000334,actor,NA,"[""John Lee""]"
tt0120008,nm0000227,actress,NA,"[""Meg Coburn""]"
tt0120008,nm0740264,actor,NA,"[""Stan 'Zeedo' Zedkov""]"
tt0120008,nm0874684,actor,NA,"[""Terence Wei""]"
tt0120008,nm0298807,director,NA,NA
tt0120008,nm0003535,writer,written by,NA
tt0120008,nm0109401,producer,producer,NA
tt0120008,nm0340522,producer,producer,NA
tt0120008,nm0004581,composer,NA,NA
tt0479528,nm0050541,editor,NA,NA
tt0479528,nm0890232,actor,NA,"[""Pete McKell""]"
tt0479528,nm0593664,actress,NA,"[""Kate Ryan""]"
tt0479528,nm0941777,actor,NA,"[""Neil Kelly""]"
tt0479528,nm1363122,actress,NA,"[""Mary Ellen""]"
tt0479528,nm0572562,director,NA,NA
tt0479528,nm1656440,producer,producer,NA
tt0479528,nm0509977,producer,producer,NA
tt0479528,nm1451475,composer,NA,NA
tt0479528,nm0317216,cinematographer,director of photography,NA
tt2071550,nm4665474,producer,producer,NA
tt2071550,nm1663205,actor,NA,"[""John"",""Jonah""]"
tt2071550,nm0470981,actor,NA,"[""Lukas""]"
tt2071550,nm0387319,actress,NA,"[""Brown Eyes""]"
tt2071550,nm0604784,actor,NA,"[""Nathan""]"
tt2071550,nm1018426,director,NA,NA
tt2071550,nm2282967,writer,written by,NA
tt2071550,nm2482939,writer,written by,NA
tt2071550,nm2686934,producer,producer,NA
tt2071550,nm1094495,producer,producer,NA
tt1598642,nm2272537,producer,producer,NA
tt1598642,nm0252230,actor,NA,"[""John Loomis""]"
tt1598642,nm1517976,actor,NA,"[""Caleb""]"
tt1598642,nm3053338,actress,NA,"[""Ann Burden""]"
tt1598642,nm0957505,director,NA,NA
tt1598642,nm3797883,writer,screenplay,NA
tt1598642,nm0639791,writer,novel,NA
tt1598642,nm0510956,producer,producer,NA
tt1598642,nm0001497,producer,producer,NA
tt1598642,nm0540283,producer,producer,NA
tt4687880,nm0478886,actress,NA,"[""Marisol Silva""]"
tt4687880,nm0000671,actor,NA,"[""Billy McBride""]"
tt4687880,nm0713389,actress,NA,"[""Brittany Gold""]"
tt4687880,nm3616206,actress,NA,"[""Patty Solis-Papagian"",""Patty""]"
tt4687880,nm4530936,actress,NA,"[""Denise McBride""]"
tt4687880,nm0005082,writer,creator,NA
tt4687880,nm1236705,writer,creator,NA
tt4687880,nm1695641,actress,NA,"[""Marva Jefferson""]"
tt4687880,nm1880888,actress,NA,"[""Lucy Kittridge""]"
tt4687880,nm0000458,actor,NA,"[""Donald Cooperman""]"
tt0075066,nm0612432,production_designer,NA,NA
tt0075066,nm0000634,actor,NA,"[""Chief Inspector Clouseau""]"
tt0075066,nm0007042,actor,NA,"[""Charles Dreyfus""]"
tt0075066,nm0001153,actress,NA,"[""Olga""]"
tt0075066,nm0477297,actor,NA,"[""Cato""]"
tt0075066,nm0001175,director,NA,NA
tt0075066,nm0907186,writer,screenplay,NA
tt0075066,nm0000049,composer,NA,NA
tt0075066,nm0005924,cinematographer,director of photography,NA
tt0075066,nm0427432,editor,NA,NA
tt1151359,nm0004582,composer,NA,NA
tt1151359,nm0001570,actor,NA,"[""Bill Kincaid"",""Brady Kincaid""]"
tt1151359,nm0005392,actress,NA,"[""Janet""]"
tt1151359,nm3203035,actor,NA,"[""Tommy Feinman""]"
tt1151359,nm2192439,actress,NA,"[""Anne Greenstein""]"
tt1151359,nm0625789,director,NA,NA
tt1151359,nm0169896,producer,producer,NA
tt1151359,nm0239301,producer,producer,NA
tt1151359,nm0486524,producer,producer,NA
tt1151359,nm0585958,producer,producer,NA
tt0105950,nm3042755,actor,NA,"[""Additional Voices"",""Teacher""]"
tt0105950,nm0431918,actor,NA,"[""Beavis"",""Butt-Head"",""David Van Driessen""]"
tt0105950,nm1073536,actor,NA,"[""Additional Voices""]"
tt0105950,nm0003249,actor,NA,"[""Doctor"",""Additional Voices"",""Cop""]"
tt0105950,nm0334935,actress,NA,"[""Daria Morgendorffer"",""Cassandra"",""Mrs. Stevenson""]"
tt0105950,nm0585191,actor,NA,"[""Todd Ianuzzi"",""Maxi-Mart Clerk"",""Reporter""]"
tt0105950,nm0919498,actor,NA,"[""Stewart Stevenson""]"
tt0105950,nm1087627,actress,NA,"[""Additional Voices""]"
tt0105950,nm0621994,actress,NA,"[""Additional Voices"",""Elevator Woman"",""Lawyer""]"
tt0105950,nm0714356,actor,NA,"[""Earl"",""Foul-mouth Bus Driver"",""Mr. Manners""]"
tt0086984,nm0659597,editor,NA,NA
tt0086984,nm0913738,actor,NA,"[""Jake""]"
tt0086984,nm0000429,actress,NA,"[""Holly""]"
tt0086984,nm0001344,actor,NA,"[""Sam""]"
tt0086984,nm0001730,actress,NA,"[""Gloria""]"
tt0086984,nm0000361,director,NA,NA
tt0086984,nm0043334,writer,screenplay,NA
tt0086984,nm0006043,composer,NA,NA
tt0086984,nm0005664,cinematographer,director of photography,NA
tt0086984,nm0338513,editor,NA,NA
tt1714210,nm3665787,actor,NA,"[""Russell""]"
tt1714210,nm2773325,actor,NA,"[""Glen""]"
tt1714210,nm2827255,actor,NA,"[""Jamie""]"
tt1714210,nm3935285,actress,NA,"[""Jill""]"
tt1714210,nm0354091,director,NA,NA
tt1714210,nm2571063,producer,producer,NA
tt1714210,nm1127138,cinematographer,director of photography,NA
tt1714210,nm2406475,production_designer,NA,NA
tt0183659,nm0453091,producer,producer,NA
tt0183659,nm0000438,actor,NA,"[""Jackson Pollock""]"
tt0183659,nm0001315,actress,NA,"[""Lee Krasner""]"
tt0183659,nm0461446,actor,NA,"[""Sande Pollock""]"
tt0183659,nm0716452,actress,NA,"[""Arloie Pollock""]"
tt0183659,nm0619674,writer,"book ""Jackson Pollock: An American Saga""",NA
tt0183659,nm0808386,writer,"book ""Jackson Pollock: An American Saga""",NA
tt0183659,nm0877399,writer,screenplay,NA
tt0183659,nm0256682,writer,screenplay,NA
tt0183659,nm0076681,producer,producer,NA
tt1422136,nm0125419,production_designer,NA,NA
tt1422136,nm0627995,actor,NA,"[""Rob""]"
tt1422136,nm1968873,actor,NA,"[""Ed""]"
tt1422136,nm0313534,actress,NA,"[""Alison""]"
tt1422136,nm0536461,actress,NA,"[""Jenny""]"
tt1422136,nm1402202,director,NA,NA
tt1422136,nm1402203,writer,written by,NA
tt1422136,nm2548860,producer,producer,NA
tt1422136,nm0687497,composer,NA,NA
tt1422136,nm0038266,cinematographer,director of photography,NA
tt7315484,nm0483300,producer,producer,NA
tt7315484,nm0001804,actor,NA,"[""Hugh Andrews""]"
tt7315484,nm2215143,actress,NA,"[""Ally Andrews""]"
tt7315484,nm0001584,actress,NA,"[""Kelly Andrews""]"
tt7315484,nm0873693,actress,NA,"[""Lynn""]"
tt7315484,nm0502954,director,NA,NA
tt7315484,nm1139317,writer,screenplay by,NA
tt7315484,nm0886749,writer,screenplay by,NA
tt7315484,nm2423304,writer,based on the novel by,NA
tt7315484,nm0474709,producer,producer,NA
tt0361696,nm0722603,producer,producer,NA
tt0361696,nm0240381,actress,NA,"[""Teresa 'Terri' Fletcher""]"
tt0361696,nm0179173,actor,NA,"[""Mr. Torvald""]"
tt0361696,nm0000360,actress,NA,"[""Aunt Nina""]"
tt0361696,nm1268888,actor,NA,"[""Jay Corgan""]"
tt0361696,nm0573732,director,NA,NA
tt0361696,nm1112597,writer,story,NA
tt0361696,nm1368026,writer,screenplay,NA
tt0361696,nm0112335,producer,producer,NA
tt0361696,nm0228690,producer,producer,NA
tt0082846,nm0938130,editor,NA,NA
tt0082846,nm0000031,actress,NA,"[""Ethel Thayer""]"
tt0082846,nm0000020,actor,NA,"[""Norman Thayer Jr.""]"
tt0082846,nm0000404,actress,NA,"[""Chelsea Thayer Wayne""]"
tt0082846,nm0571630,actor,NA,"[""Billy Ray""]"
tt0082846,nm0753073,director,NA,NA
tt0082846,nm0860125,writer,screenplay,NA
tt0082846,nm0317982,producer,producer,NA
tt0082846,nm0006115,composer,NA,NA
tt0082846,nm0930119,cinematographer,director of photography,NA
tt0099739,nm0006080,composer,NA,NA
tt0099739,nm0000219,actor,NA,"[""Mason Storm""]"
tt0099739,nm0001456,actress,NA,"[""Andy Stewart""]"
tt0099739,nm0006669,actor,NA,"[""Senator Vernon Trent""]"
tt0099739,nm0168918,actor,NA,"[""Lt. Kevin O'Malley""]"
tt0099739,nm0540330,director,NA,NA
tt0099739,nm0571072,writer,written by,NA
tt0099739,nm0011867,producer,producer,NA
tt0099739,nm0800210,producer,producer,NA
tt0099739,nm0865361,producer,producer,NA
tt6182908,nm0655053,writer,"based on the book ""Yeti Tracks"" by",NA
tt6182908,nm1475594,actor,NA,"[""Migo""]"
tt6182908,nm0179479,actor,NA,"[""Percy""]"
tt6182908,nm3918035,actress,NA,"[""Meechee""]"
tt6182908,nm0996669,actor,NA,"[""Stonekeeper""]"
tt6182908,nm0456732,director,NA,NA
tt6182908,nm1134222,director,co-director,NA
tt6182908,nm0784771,writer,screenplay by,NA
tt6182908,nm0720135,writer,screen story by,NA
tt6182908,nm0275629,writer,screen story by,NA
tt0499554,nm0450344,cinematographer,NA,NA
tt0499554,nm0502073,actor,NA,"[""Lieutenant Jim Dangle""]"
tt0499554,nm0304830,actor,NA,"[""Deputy Travis Junior""]"
tt0499554,nm0448486,actress,NA,"[""Deputy Trudy Wiegel""]"
tt0499554,nm0517448,actor,NA,"[""Chief of Police""]"
tt0499554,nm0000362,producer,producer,NA
tt0499554,nm0484723,producer,producer,NA
tt0499554,nm0787834,producer,producer,NA
tt0499554,nm0792049,producer,producer,NA
tt0499554,nm0917208,composer,NA,NA
tt1909015,nm2838083,actress,NA,"[""Adriana""]"
tt1909015,nm4406531,actor,NA,"[""Martin Hristov""]"
tt1909015,nm1707712,actor,NA,"[""Ivo Andonov"",""Ivo""]"
tt1909015,nm0671793,actor,NA,"[""Emil Popov"",""Popov""]"
tt1909015,nm0901403,actor,NA,"[""Rosen Gatzov - Kukata"",""Rosen Gatsev- Kukata"",""Rosen Gatzev - Kukata""]"
tt1909015,nm1523032,actor,NA,"[""Tihomir Gardev - Tiso Bliznaka"",""Tisho The Twin"",""Tisho""]"
tt1909015,nm0541310,actor,NA,"[""Zarev""]"
tt1909015,nm6334891,actor,NA,"[""Todor Todorov""]"
tt1909015,nm1284391,actor,NA,"[""Kirov""]"
tt1909015,nm0082099,actor,NA,"[""Petar Tudzarov - Dzaro""]"
tt2479800,nm2910622,composer,NA,NA
tt2479800,nm0731075,actress,NA,"[""April""]"
tt2479800,nm0290556,actor,NA,"[""Mr. B""]"
tt2479800,nm5451410,actor,NA,"[""Teddy""]"
tt2479800,nm4534201,actress,NA,"[""Emily""]"
tt2479800,nm0178886,director,NA,NA
tt2479800,nm0006683,producer,producer,NA
tt2479800,nm0506553,producer,producer,NA
tt2479800,nm2149548,producer,line producer,NA
tt2479800,nm2071545,producer,line producer,NA
tt0486674,nm0181650,editor,NA,NA
tt0486674,nm0000134,actor,NA,"[""Ben""]"
tt0486674,nm0001806,actor,NA,"[""Dick Bell""]"
tt0486674,nm0001804,actor,NA,"[""Scott Solomon""]"
tt0486674,nm0000576,actor,NA,"[""Sean Penn""]"
tt0486674,nm0001469,director,NA,NA
tt0486674,nm0513165,writer,written by,NA
tt0486674,nm0742772,producer,producer,NA
tt0486674,nm0953616,composer,NA,NA
tt0486674,nm0284860,cinematographer,NA,NA
tt2238050,nm0534893,producer,producer,NA
tt2238050,nm0940362,actress,NA,"[""Kat Connors""]"
tt2238050,nm1200692,actress,NA,"[""Eve Connors""]"
tt2238050,nm0005221,actor,NA,"[""Brock Connors""]"
tt2238050,nm0000291,actress,NA,"[""Dr. Thaler""]"
tt2238050,nm0000777,director,NA,NA
tt2238050,nm0440641,writer,based on the novel by,NA
tt2238050,nm0146434,producer,producer,NA
tt2238050,nm1014957,producer,producer,NA
tt2238050,nm1085924,producer,producer,NA
tt0093378,nm0004229,cinematographer,director of photography,NA
tt0093378,nm0001617,actor,NA,"[""Ritchie Valens""]"
tt0093378,nm0005246,actor,NA,"[""Bob Morales""]"
tt0093378,nm0221554,actress,NA,"[""Connie Valenzuela""]"
tt0093378,nm0001615,actress,NA,"[""Rosie Morales""]"
tt0093378,nm0883609,director,NA,NA
tt0093378,nm0096115,producer,producer,NA
tt0093378,nm0000431,producer,producer,NA
tt0093378,nm0006108,composer,NA,NA
tt0093378,nm0005396,composer,NA,NA
tt0106770,nm0209581,producer,producer,NA
tt0106770,nm0001462,actor,NA,"[""Bruce Lee""]"
tt0106770,nm0000452,actress,NA,"[""Linda Lee""]"
tt0106770,nm0001822,actor,NA,"[""Bill Krieger""]"
tt0106770,nm0495229,actress,NA,"[""Vivian Emery""]"
tt0106770,nm0003418,director,NA,NA
tt0106770,nm0167195,writer,"book ""Bruce Lee: The Biography""",NA
tt0106770,nm0004791,writer,"book ""Bruce Lee: The Man Only I Knew""",NA
tt0106770,nm0451689,writer,screenplay,NA
tt0106770,nm0706311,writer,screenplay,NA
tt0111999,nm0391337,actress,NA,"[""Alcmene""]"
tt0111999,nm0001757,actor,NA,"[""Hercules"",""The Sovereign"",""Robert""]"
tt0111999,nm0403628,actor,NA,"[""Iolaus"",""Iolaus II"",""The Widow Twanky""]"
tt0111999,nm0808963,actor,NA,"[""Ares"",""Iphicles"",""Jerry Patrick Brown""]"
tt0111999,nm0871636,actor,NA,"[""Salmoneus"",""B.S. Hollingsfoffer, Studio Head"",""B.S. Hollinsfoffer""]"
tt0111999,nm0003994,writer,creator,NA
tt0111999,nm0859005,actor,NA,"[""Jason"",""Bellicus""]"
tt0111999,nm0635264,actor,NA,"[""Falafel"",""Croissant"",""Falafel II""]"
tt0111999,nm0132257,actor,NA,"[""Autolycus"",""Rob Tapert"",""Rob Tapert, Executive Producer""]"
tt0111999,nm0878714,actress,NA,"[""Aphrodite"",""Katherine""]"
tt1196948,nm0947695,producer,producer,NA
tt1196948,nm0479471,actor,NA,"[""Charlie Countryman""]"
tt1196948,nm0939697,actress,NA,"[""Gabi Ibanescu""]"
tt1196948,nm0586568,actor,NA,"[""Nigel""]"
tt1196948,nm0001709,actor,NA,"[""Darko""]"
tt1196948,nm0093934,director,NA,NA
tt1196948,nm0236966,writer,written by,NA
tt1196948,nm0074100,producer,producer,NA
tt1196948,nm1997836,producer,producer,NA
tt1196948,nm0394564,producer,producer,NA
tt0201391,nm0211087,actress,NA,"[""Tess Harding"",""Ava"",""Dixie""]"
tt0201391,nm0032375,actress,NA,"[""Liz Parker"",""Yvonne White""]"
tt0201391,nm0004736,actor,NA,"[""Max Evans"",""Richard Doty"",""Zan""]"
tt0201391,nm0001337,actress,NA,"[""Isabel Evans"",""Lonnie"",""Rosemary""]"
tt0201391,nm0004868,actress,NA,"[""Maria DeLuca"",""Betty Osorio""]"
tt0201391,nm0441300,writer,creator,NA
tt0201391,nm0270451,actor,NA,"[""Michael Guerin"",""Rath"",""Young Hal Carver""]"
tt0201391,nm0917060,actor,NA,"[""Kyle Valenti"",""Sheriff Jim Valenti""]"
tt0201391,nm0006669,actor,NA,"[""Sheriff Jim Valenti"",""Colonel James Cassidy"",""Jim Valenti""]"
tt0201391,nm0004988,actor,NA,"[""Alex Whitman"",""Captain Sheridan Cavitt""]"
tt1620719,nm0019507,composer,NA,NA
tt1620719,nm0006795,actor,NA,"[""Chulbul P. Pandey""]"
tt1620719,nm3848064,actress,NA,"[""Rajjo""]"
tt1620719,nm1399243,actor,NA,"[""Chedi Singh""]"
tt1620719,nm0451170,actor,NA,"[""Makhanchan P. Pandey""]"
tt1620719,nm3508781,director,NA,NA
tt1620719,nm0795651,writer,NA,NA
tt1620719,nm0037019,producer,producer,NA
tt1620719,nm1429071,producer,producer,NA
tt1620719,nm1150796,composer,NA,NA
tt7668518,nm0648531,actress,NA,"[""Azra""]"
tt7668518,nm4293138,actor,NA,"[""Hakan Demir""]"
tt7668518,nm4304940,actress,NA,"[""Zeynep Erman""]"
tt7668518,nm1204652,actor,NA,"[""Faysal Erdem""]"
tt7668518,nm5645823,actress,NA,"[""Leyla Sancak""]"
tt7668518,nm3569391,writer,creator,NA
tt7668518,nm1938148,actor,NA,"[""Kemal Erman""]"
tt7668518,nm1728933,actress,NA,"[""Rüya""]"
tt7668518,nm0476011,actor,NA,"[""Mazhar Dragusha""]"
tt7668518,nm2203186,actor,NA,"[""Mergen""]"
tt0200027,nm0171780,producer,producer,NA
tt0200027,nm0000106,actress,NA,"[""Beverly Donofrio""]"
tt0200027,nm0001872,actor,NA,"[""Ray Hasek""]"
tt0200027,nm0305081,actor,NA,"[""Jason""]"
tt0200027,nm0005261,actress,NA,"[""Fay Forrester""]"
tt0200027,nm0001508,director,NA,NA
tt0200027,nm0195838,writer,"book ""Riding in Cars with Boys""",NA
tt0200027,nm0911750,writer,screenplay,NA
tt0200027,nm0030572,producer,producer,NA
tt0200027,nm0000985,producer,producer,NA
tt2652092,nm0524745,producer,producer,NA
tt2652092,nm0000702,actress,NA,"[""Carrie""]"
tt2652092,nm0643668,actor,NA,"[""Mamere""]"
tt2652092,nm1563346,actor,NA,"[""Jeremiah""]"
tt2652092,nm2897500,actor,NA,"[""Paul""]"
tt2652092,nm0265852,director,NA,NA
tt2652092,nm0619361,writer,written by,NA
tt2652092,nm0004976,producer,producer,NA
tt2652092,nm0000165,producer,producer,NA
tt2652092,nm0444916,producer,producer,NA
tt1595656,nm2270935,editor,NA,NA
tt1595656,nm0000255,actor,NA,"[""Neil""]"
tt1595656,nm1385871,actress,NA,"[""Marina""]"
tt1595656,nm0000849,actor,NA,"[""Father Quintana""]"
tt1595656,nm1046097,actress,NA,"[""Jane""]"
tt1595656,nm0000517,director,NA,NA
tt1595656,nm1868038,producer,producer,NA
tt1595656,nm0338320,producer,producer,NA
tt1595656,nm3493718,composer,NA,NA
tt1595656,nm0523881,cinematographer,director of photography,NA
tt0107254,nm0226778,cinematographer,NA,NA
tt0107254,nm0501154,actor,NA,"[""Steven Freeman""]"
tt0107254,nm0444443,actress,NA,"[""Jessica Kimble""]"
tt0107254,nm0387987,actor,NA,"[""Jason Voorhees"",""Security Guard #2"",""Freddy Krueger's arm""]"
tt0107254,nm0931736,actor,NA,"[""Creighton Duke""]"
tt0107254,nm0546057,director,NA,NA
tt0107254,nm0401095,writer,story,NA
tt0107254,nm0520893,writer,screenplay,NA
tt0107254,nm0192446,producer,producer,NA
tt0107254,nm0006185,composer,NA,NA
tt0117894,nm0006171,composer,NA,NA
tt0117894,nm0121559,actor,NA,"[""Billy Halleck""]"
tt0117894,nm0001505,actor,NA,"[""Richie Ginelli""]"
tt0117894,nm0421087,actress,NA,"[""Heidi Halleck""]"
tt0117894,nm0502342,actress,NA,"[""Linda Halleck""]"
tt0117894,nm0276169,director,NA,NA
tt0117894,nm0000175,writer,novel,NA
tt0117894,nm0568313,writer,screenplay,NA
tt0117894,nm0302127,producer,producer,NA
tt0117894,nm0748283,producer,producer,NA
tt0101757,nm0717648,producer,producer,NA
tt0101757,nm0000775,actress,NA,"[""Swell""]"
tt0101757,nm0001026,actress,NA,"[""Rose Lindsey""]"
tt0101757,nm0315288,actor,NA,"[""Gus""]"
