nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0935863,Michael Winterbottom,1961,NA,"director,producer,writer","tt0829459,tt0954947,tt0791303,tt1037223"
nm0860292,Jim Thompson,1906,1977,"writer,actor","tt0068638,tt0049406,tt0954947,tt0050825"
nm2406890,John Stewart Eduri,NA,NA,"music_department,composer,sound_department","tt3848892,tt1562871,tt2178470,tt2461132"
nm4904771,Althea Kaushal,NA,NA,writer,"tt2461132,tt5775220,tt2164328,tt2245255"
nm2158807,Matt Flannery,NA,NA,"cinematographer,writer,producer","tt1899353,tt6217306,tt1368116,tt2265171"
nm0253355,Richard Elfyn,NA,NA,actor,"tt6217306,tt2320073,tt1448755,tt0254007"
nm2389463,Bill Milner,1995,NA,"actor,producer","tt1270798,tt0845046,tt1130088,tt4190530"
nm1167978,Ed Talfan,NA,NA,"producer,director,writer","tt2990816,tt2575968,tt4192896"
nm1576352,Remy Sweeney,1995,NA,actor,"tt0241383,tt0204313"
nm0087861,William Peter Blatty,1928,2017,"writer,actor,director","tt0204313,tt0099528,tt0070047,tt0081237"
nm0139627,Caleb Carr,1955,NA,"writer,producer,actor","tt0142973,tt9387138,tt4604612,tt0204313"
nm1149075,Alexi Hawley,NA,NA,"producer,writer,miscellaneous","tt0204313,tt1219024,tt2071645,tt3489236"
nm1140091,Jody Gerson,NA,NA,"producer,executive","tt3520698,tt0466856,tt0303933"
nm0134244,Nick Cannon,1980,NA,"producer,writer,actor","tt0303933,tt0120912,tt0373416,tt0308055"
nm0731346,Leonard Roberts,1972,NA,actor,"tt0303933,tt2179136,tt0813715,tt1615065"
nm0831690,Charles Stone III,1966,NA,"director,actor","tt0339412,tt0259484,tt0303933,tt3442990"
nm1202276,Tina Gordon,NA,NA,"writer,producer,director","tt1699755,tt0466856,tt0303933,tt7634968"
nm0100098,Timothy M. Bourne,1954,NA,"production_manager,producer,assistant_director","tt5164432,tt0113845,tt0303933,tt0120631"
nm0003275,Mark L. Rosen,1947,2012,"producer,actor","tt0085318,tt0120185,tt0080354,tt0084749"
nm0114256,Mel B,1975,NA,"actress,soundtrack,producer","tt0145660,tt0408839,tt1489889,tt0120185"
nm0001978,Emma Bunton,1976,NA,"soundtrack,actress","tt0120185,tt0408839,tt0981227,tt1489889"
nm0004822,Melanie C,1974,NA,"soundtrack,actress,music_department","tt1489889,tt0408839,tt0120185,tt0286499"
nm0001312,Geri Horner,1972,NA,"soundtrack,actress,miscellaneous","tt0243155,tt0248126,tt1121931,tt0120185"
nm0818639,Bob Spiers,1945,2008,"director,producer,miscellaneous","tt0105929,tt0092355,tt0120185,tt0072500"
nm1381694,Spice Girls,NA,NA,"soundtrack,music_department,actress","tt0120185,tt0122718,tt0981227,tt0408839"
nm0298279,Kim Fuller,NA,NA,"writer,producer,miscellaneous","tt0115396,tt0120185,tt0339034,tt1704155"
nm0193370,Jamie Curtis,NA,NA,"writer,producer,miscellaneous","tt0120185,tt0259773,tt1105310,tt0122822"
nm0296641,Uri Fruchtmann,1955,NA,"producer,director","tt0120185,tt0321315,tt0278500,tt0236765"
nm0138327,Michael Carman,NA,NA,"actor,writer","tt1448755,tt1072748,tt0410377,tt0108709"
nm0477279,Joseph Kwong,NA,NA,"writer,producer","tt1411956,tt0387273,tt0410377,tt0354920"
nm0563394,Paula Mazur,NA,NA,"producer,assistant_director,director","tt0410377,tt0080661,tt0102864,tt6225520"
nm1646537,Wendy Orr,NA,NA,writer,"tt2221648,tt0410377"
nm2460649,Tim Nardelli,NA,NA,"art_department,producer,actor","tt4006880,tt3118452,tt1769363,tt5600406"
nm6276713,NA,NA,NA,NA,NA
nm4401508,Aimee McKay,NA,NA,"actress,writer,producer","tt1845307,tt5486088,tt3118452,tt0367279"
nm4081721,Ashley Key,1988,NA,"producer,actress","tt3118452,tt2401798,tt5600406"
nm2608927,Autumn Federici,NA,NA,"producer,actress,casting_department","tt9069138,tt8544568,tt8672786,tt1436559"
nm5278146,NA,NA,NA,NA,NA
nm5278427,NA,NA,NA,NA,NA
nm1706441,Justin Bursch,NA,NA,"producer,production_manager,miscellaneous","tt6791096,tt8364368,tt4680182,tt1810697"
nm1660148,Michael Nardelli,NA,NA,"actor,producer,writer","tt3118452,tt1748227,tt4953438,tt4006880"
nm0785565,Julieta Serrano,1933,NA,actress,"tt0095675,tt0067425,tt0451590,tt0085496"
nm0658041,Rossy de Palma,1964,NA,actress,"tt0913425,tt0110907,tt0107315,tt0095675"
nm0168413,Jean Cocteau,1889,1963,"writer,actor,director","tt0038348,tt0041719,tt0040682,tt0039135"
nm0005970,Bernardo Bonezzi,1964,2012,"composer,music_department,soundtrack","tt0100793,tt0284491,tt0113918,tt0095675"
nm0818880,Stephen Spinella,1956,NA,actor,"tt0114857,tt1013753,tt0129332,tt1612774"
nm0581953,Roxane Mesquida,1981,NA,"actress,producer","tt8201814,tt0397442,tt0243255,tt1523483"
nm0369567,Wings Hauser,1947,NA,"actor,director,writer","tt1612774,tt0084861,tt0111212,tt0140352"
nm0687443,Jack Plotnick,1968,NA,"actor,producer,director","tt2369317,tt0132347,tt0339071,tt1612774"
nm1189197,Quentin Dupieux,NA,NA,"director,writer,cinematographer","tt1901040,tt2392672,tt7156222,tt1612774"
nm1668020,Julien Berlan,NA,NA,"producer,production_manager,writer","tt1075805,tt0461254,tt0444628,tt1612774"
nm2274436,Gregory Bernard,NA,NA,"producer,actor","tt1901040,tt1612774,tt3732268,tt2392672"
nm3836404,Gaspard Augé,1979,NA,"soundtrack,composer,actor","tt2005151,tt1679335,tt3787590,tt0450314"
nm0278275,Gavin Finney,NA,NA,"cinematographer,camera_department","tt3556920,tt0241527,tt1869454,tt2316238"
nm0751720,Richard Russo,1949,NA,"writer,producer,actor","tt0400525,tt0110684,tt0444653,tt0308383"
nm0657411,Julia Palau,NA,NA,producer,"tt1680140,tt0444653,tt0338097,tt0116845"
nm0668398,Matthew Payne,NA,NA,"producer,production_manager,actor","tt0338097,tt0444653,tt0169083,tt3793788"
nm0946824,Simon Yates,1963,NA,"actor,stunts,miscellaneous","tt0099138,tt0379557,tt0099323,tt0783511"
nm1440698,Joe Simpson,1960,NA,"miscellaneous,writer","tt0106053,tt1101637,tt0379557,tt0118455"
nm1035692,Brendan Mackey,NA,NA,actor,"tt0379557,tt0478942,tt0187666,tt1205071"
nm1056790,Nicholas Aaron,NA,NA,actor,"tt2090465,tt0185906,tt0379557,tt0371920"
nm0810478,John Smithson,NA,NA,"producer,miscellaneous,director","tt0460766,tt1542344,tt3746250,tt0379557"
nm0253279,Mike Eley,NA,NA,"cinematographer,camera_department,assistant_director","tt0475276,tt0125439,tt1412386,tt0314331"
nm1524531,Keith Partridge,NA,NA,"cinematographer,camera_department,director","tt0370263,tt2245871,tt1806234,tt7431740"
nm1198322,David Kanter,NA,NA,"producer,manager,writer","tt0804522,tt0419843,tt2368619,tt1663202"
nm4636960,Andrew Baldwin,NA,NA,writer,"tt2368619,tt2355801,tt2011311,tt2395088"
nm1818350,Fabrice Gianfermi,NA,NA,"producer,miscellaneous,executive","tt0399295,tt0945513,tt1536537,tt2368619"
nm0580779,Adam Merims,NA,NA,"producer,production_manager,assistant_director","tt5519340,tt1599348,tt0323944,tt3890160"
nm0159922,Tove Christensen,1973,NA,"producer,executive,actor","tt2923316,tt0323944,tt2490326,tt1552224"
nm1198319,Gaye Hirsch,NA,NA,"producer,executive","tt0324127,tt0323944"
nm0121519,Zlatko Buric,1953,NA,actor,"tt1190080,tt0396184,tt0425379,tt0117407"
nm0237200,Laura Drasbæk,1974,NA,actress,"tt0391143,tt1802183,tt1314241,tt0117407"
nm0479637,Slavko Labovic,1963,NA,actor,"tt0180748,tt1242787,tt0117407,tt0425379"
nm0196930,Jens Dahl,1961,NA,"writer,miscellaneous,director","tt5222578,tt0117407,tt1252516,tt2963658"
nm0471598,Povl Kristian,NA,NA,"composer,music_department,soundtrack","tt0117407,tt3481270,tt0273719,tt0125828"
nm0676238,Peter Peter,1960,NA,"composer,music_department,soundtrack","tt0117407,tt0161292,tt0862467,tt0396184"
nm0236050,Jenny Downham,NA,NA,"actress,writer,producer","tt1937264,tt0094525,tt0301794,tt0118686"
nm0419650,Jay Z,1969,NA,"soundtrack,actor,producer",tt0112056
nm5971122,NA,NA,NA,NA,NA
nm0775262,Nancy Schreiber,1949,NA,"cinematographer,camera_department,actress","tt4370596,tt0810988,tt0434672,tt0119517"
nm0513190,Derek de Lint,1950,NA,"actor,director",tt0076734
nm0475081,Milan Kundera,1929,NA,writer,"tt0065241,tt0123192,tt0096332,tt0171421"
nm0073490,Michael Berenbaum,1962,NA,"editor,editorial_department,sound_department","tt0094226,tt0099685,tt0159206,tt0091499"
nm2199657,Yara Martinez,NA,NA,actress,"tt0460690,tt5540054,tt2356777,tt0455960"
nm1752221,Gina Rodriguez,1984,NA,"actress,producer,soundtrack","tt1860357,tt1869425,tt2798920,tt3566726"
nm0623085,Andrea Navedo,NA,NA,"actress,soundtrack,director","tt1403981,tt5519340,tt0098844,tt3566726"
nm4141803,Yael Grobglas,1984,NA,actress,"tt3734442,tt4552524,tt2663632,tt4016454"
nm0171583,Ivonne Coll,1947,NA,"actress,producer,director","tt1567432,tt7203470,tt0071562,tt0128278"
nm0131781,Jaime Camil,1973,NA,"actor,soundtrack,producer","tt0307692,tt3566726,tt2082155,tt0497152"
nm2373831,Anthony Mendez,NA,NA,"actor,writer","tt8435158,tt3566726,tt4549142"
nm1682573,Justin Baldoni,1984,NA,"actor,producer,director","tt3501074,tt6473066,tt3566726,tt4048676"
nm2322192,Brett Dier,1990,NA,actor,"tt1955311,tt3566726,tt2799012,tt7456534"
nm0744017,Franco Rossellini,1935,1992,"producer,assistant_director,actor","tt0063678,tt0059116,tt0065622,tt0080491"
nm0767930,Teresa Ann Savoy,1955,2017,actress,"tt0075163,tt0083367,tt0080491,tt0155830"
nm0000972,Tinto Brass,1933,NA,"actor,director,writer","tt0065161,tt0169806,tt0080491,tt0057942"
nm0195148,Masolino D'Amico,1939,NA,"writer,miscellaneous","tt0140439,tt0063518,tt0091699,tt0408133"
nm0345579,Bob Guccione,1930,2010,"producer,writer,miscellaneous","tt0129211,tt5494370,tt0080491,tt0091743"
nm0525319,Giancarlo Lui,1930,NA,"camera_department,director,writer","tt0337981,tt0080491,tt0175284"
nm0959242,José Zúñiga,NA,NA,actor,"tt0106246,tt0317919,tt0435705,tt1648190"
nm0000808,Paul Auster,1947,NA,"writer,director,producer","tt0125879,tt0479074,tt3350042,tt0114478"
nm0386355,Kenzô Horikoshi,NA,NA,"producer,executive","tt0468879,tt0114478,tt0392883,tt0318725"
nm0425169,Greg Johnson,NA,NA,"producer,actor","tt0114478,tt0367089,tt0314871,tt0120199"
nm0475860,Hisami Kuroiwa,NA,NA,"producer,executive","tt0118698,tt0113080,tt0120244,tt0114478"
nm0854822,Joram ten Brink,NA,NA,"producer,director,writer","tt9121194,tt2375605,tt0115430,tt0366646"
nm5262787,NA,NA,NA,NA,NA
nm5262780,NA,NA,NA,NA,NA
nm5262761,NA,NA,NA,NA,NA
nm5262822,NA,NA,NA,NA,NA
nm1484791,Joshua Oppenheimer,1974,NA,"director,producer,cinematographer","tt0795174,tt0119065,tt2375605,tt3521134"
nm5256112,NA,NA,NA,NA,NA
nm2964327,Christine Cynn,NA,NA,"producer,director,camera_department","tt5952280,tt2375605,tt0407827,tt5749684"
nm4068100,Anne Köhncke,NA,NA,"producer,miscellaneous","tt2524082,tt4076284,tt5476912,tt2375605"
nm1718147,Signe Byrge Sørensen,NA,NA,"producer,director,actress","tt2375605,tt3455822,tt2196638,tt3521134"
nm6686435,NA,NA,NA,NA,NA
nm1660595,Charlie McDowell,1983,NA,"director,producer,writer","tt2575988,tt5155780,tt2756032"
nm1645301,Justin Lader,NA,NA,"writer,actor,producer","tt5155780,tt2756032"
nm2400555,Mel Eslyn,1983,NA,"producer,production_manager,music_department","tt6064882,tt2756032,tt4872078,tt6958014"
nm0996135,Malcolm Petal,NA,NA,"producer,writer","tt0780571,tt0470705,tt0348333,tt0477071"
nm0027032,Kimberly Calhoun Boling,1968,NA,"producer,production_manager,miscellaneous","tt0780571,tt0470705,tt0477071,tt0348333"
nm0399589,Gary Huckabay,NA,NA,"production_manager,location_management,assistant_director","tt0470705,tt0269347,tt1881002,tt0107076"
nm0250346,Sam Edwards,NA,NA,production_designer,tt0088184
nm0050264,Eszter Balint,1966,NA,"actress,soundtrack,music_department","tt0117958,tt0086759,tt0088184,tt0099095"
nm0823144,Cecillia Stark,1898,1985,actress,tt0088184
nm0001139,Tom DiCillo,1953,NA,"director,cinematographer,writer","tt0412637,tt0113677,tt1333667,tt0104567"
nm0118302,Matt Buchwald,NA,NA,"production_designer,miscellaneous",tt0088184
nm0682071,Rebecca Pidgeon,1965,NA,"actress,soundtrack,composer","tt0252503,tt0120202,tt1245526,tt0155388"
nm0002989,Andrew Stevens,1955,NA,"actor,producer,director","tt0190138,tt0237572,tt0144117,tt0233142"
nm1156709,Annie Wersching,1977,NA,actress,"tt2140553,tt0285331,tt5511582,tt1236246"
nm0057217,Malcolm Barrett,1980,NA,"actor,soundtrack,producer","tt5511582,tt5016504,tt1235547,tt2235108"
nm0415529,Sakina Jaffrey,1962,NA,actress,"tt1856010,tt2211129,tt0350028,tt4158110"
nm4707628,Claudia Doumit,NA,NA,actress,"tt5511582,tt4016454,tt3458510,tt2365580"
nm0806256,Shawn Slovo,1950,NA,"writer,miscellaneous,producer","tt0096464,tt0085794,tt2061756,tt0238112"
nm0207408,Louis de Bernières,1954,NA,writer,"tt0267154,tt0803061,tt2200957,tt0238112"
nm4219921,Ersin Gok,NA,NA,"cinematographer,camera_department,director","tt3966404,tt1686039,tt1538819,tt1807950"
nm7322143,NA,NA,NA,NA,NA
nm7322144,NA,NA,NA,NA,NA
nm7322145,NA,NA,NA,NA,NA
nm2379003,Elit Iscan,1994,NA,"actress,director,producer","tt1282336,tt0855729,tt1370212,tt3966404"
nm2197025,Deniz Gamze Ergüven,1978,NA,"director,actress,writer","tt0913358,tt5843850,tt5834204,tt3966404"
nm1356951,Alice Winocour,1976,NA,"writer,director,actress","tt4085084,tt3966404,tt2098628,tt1017949"
nm0255145,Warren Ellis,NA,NA,"soundtrack,composer,music_department","tt3966404,tt0421238,tt1212450,tt2582782"
nm2166084,David Chizallet,1979,NA,"cinematographer,camera_department","tt4485178,tt8185182,tt4466336,tt3966404"
nm0001603,Sam Peckinpah,1925,1984,"writer,director,producer","tt0065214,tt0067800,tt0086058,tt0049366"
nm0930684,Gordon Williams,1934,2017,writer,"tt0999913,tt0067800,tt0099846,tt0066052"
nm0001625,Amanda Plummer,1957,NA,"actress,writer","tt0101889,tt0110912,tt1951264,tt0119282"
nm0772095,Thomas Schlamme,1950,NA,"producer,director,miscellaneous","tt0200276,tt0115396,tt0108174,tt0165961"
nm0289219,Robbie Fox,NA,NA,"writer,actor,director","tt0105396,tt1553382,tt0108174,tt1540128"
nm1617909,Shernaz Patel,NA,NA,"actress,miscellaneous","tt0375611,tt1438298,tt1787988,tt1839596"
nm1754159,Ayesha Kapoor,1994,NA,actress,"tt1278447,tt5521914,tt0375611"
nm1818188,Bhavani Iyer,NA,NA,writer,"tt7098658,tt0375611,tt0490170,tt1438298"
nm1857322,Anshuman Swami,NA,NA,producer,tt0375611
nm0004941,Soleil Moon Frye,1976,NA,"actress,director,soundtrack","tt0144289,tt0114137,tt0115341,tt0086787"
nm0004997,Melissa Joan Hart,1976,NA,"actress,producer,director","tt1597420,tt0115341,tt0101065,tt0164114"
nm0005352,Caroline Rhea,1964,NA,"actress,producer,writer","tt0115341,tt0388419,tt0380623,tt0217756"
nm0110803,Beth Broderick,1959,NA,"actress,soundtrack,director","tt0115341,tt0108775,tt0206226,tt0099165"
nm0773536,Jonathan Schmock,1956,NA,"writer,actor,producer","tt0091042,tt0118303,tt0111901,tt0413572"
nm0780051,Nell Scovell,1960,NA,"writer,producer,director","tt0364845,tt4651824,tt0158552,tt1132290"
nm0724921,Nate Richert,1978,NA,"actor,soundtrack,producer","tt0258273,tt0118495,tt0414036,tt0115341"
nm0337965,Jenna Leigh Green,1974,NA,"actress,soundtrack","tt3713030,tt6821044,tt0115341,tt6043142"
nm0611898,Martin Mull,1943,NA,"actor,miscellaneous,writer","tt1103153,tt0116705,tt0088930,tt0094540"
nm0734247,Eliot Rockett,NA,NA,"cinematographer,camera_department,actor","tt1594562,tt4354880,tt0181836,tt1172994"
nm0372366,Pat Healy,1971,NA,"actor,writer,director","tt1971352,tt1594562,tt2389182,tt6294822"
nm0058772,Alison Bartlett,1971,NA,"actress,soundtrack","tt0141842,tt0202179,tt1594562,tt0469824"
nm0001972,Richard Briers,1934,2013,"actor,soundtrack","tt0078480,tt0075511,tt0107616,tt0316396"
nm0724732,Ralph Richardson,1902,1983,"actor,director,producer","tt0087365,tt0041452,tt0059113,tt0040338"
nm0185163,Michael Graham Cox,1938,1995,actor,"tt0078480,tt0077869,tt0423055,tt0075784"
nm0742034,Martin Rosen,1936,NA,"producer,director,writer","tt0084509,tt5670764,tt0078480,tt0090037"
nm0011293,Richard Adams,1920,2016,writer,"tt0078480,tt0084509,tt5670764,tt0097435"
nm0605859,Angela Morley,1924,2009,"composer,music_department,soundtrack","tt0078480,tt0075232,tt0071762,tt0054167"
nm0509073,Renée Lichtig,1921,2007,"editor,editorial_department,sound_department","tt0028950,tt0062633,tt0052765,tt0055827"
nm0300064,Jean Gabin,1904,1976,"actor,producer,soundtrack","tt0046451,tt0028950,tt0030643,tt0050669"
nm0663077,Dita Parlo,1908,1971,actress,"tt0147629,tt0028950,tt0191062,tt0020159"
nm0294382,Pierre Fresnay,1897,1975,"actor,writer,director","tt0034478,tt0044917,tt0028950,tt0039632"
nm0002233,Erich von Stroheim,1885,1957,"actor,writer,director","tt0019558,tt0009937,tt0043014,tt0028950"
nm0719756,Jean Renoir,1894,1979,"writer,director,actor","tt0043972,tt0038107,tt0031885,tt0028950"
nm0816458,Charles Spaak,1903,1975,"writer,director,assistant_director","tt0201791,tt0045525,tt0028950,tt0025198"
nm0006158,Joseph Kosma,1905,1969,"composer,soundtrack,music_department","tt0119668,tt0227445,tt0257756,tt0042621"
nm0559300,Christian Matras,1903,1977,"cinematographer,director,writer","tt0028950,tt0044602,tt0057842,tt0238076"
nm0401123,Marthe Huguet,NA,NA,"editor,editorial_department","tt0031885,tt0027478,tt0030424,tt0028950"
nm0895150,Eduardo Verástegui,1974,NA,"actor,producer,executive","tt3450650,tt1810683,tt1507355,tt0482463"
nm1268336,Thomas Eidson,NA,NA,"writer,producer",tt0338188
nm0652491,Daniel Ostroff,NA,NA,"producer,manager,director","tt0262776,tt1544871,tt0338188,tt3866526"
nm7917803,NA,NA,NA,NA,NA
nm0345695,Sverrir Gudnason,1978,NA,"actor,soundtrack","tt2058617,tt3265506,tt5177088,tt5727282"
nm5409198,David Lagercrantz,NA,NA,"writer,director,producer","tt10400028,tt6506246,tt7823544,tt5177088"
nm1951398,Jay Basu,NA,NA,"writer,producer","tt5033998,tt5177088,tt2833840,tt1700808"
nm0892455,Eddie Velez,1958,NA,"actor,producer,writer","tt0381707,tt0087995,tt0181865,tt3849974"
nm0000577,George Peppard,1928,1994,"actor,assistant_director,soundtrack","tt0054698,tt0060177,tt0057917,tt0056085"
nm0001558,Mr. T,1952,NA,"actor,soundtrack,producer","tt0844471,tt0277371,tt0084967,tt0084602"
nm0776239,Dwight Schultz,1947,NA,"actor,soundtrack,miscellaneous","tt0429493,tt3382518,tt0284110,tt0117731"
nm0070767,Dirk Benedict,1945,NA,"actor,director,soundtrack","tt0077215,tt0429493,tt0084611,tt0084967"
nm0191370,Melinda Culea,1955,NA,"actress,producer","tt0101889,tt0106179,tt0111901,tt0092455"
nm0499223,Lance LeGault,1935,2012,"actor,stunts,music_department","tt0083131,tt0092480,tt2382396,tt0119707"
nm0859390,Ramsey Thomas,NA,NA,"producer,production_manager,director","tt0097474,tt0106455,tt0111282,tt3670968"
nm0823462,Beau Starr,1944,NA,"actor,executive","tt0089155,tt0097474,tt0095271,tt0108756"
nm0652860,Dominique Othenin-Girard,1958,NA,"director,writer,assistant_director","tt0420255,tt0112494,tt0097474,tt0088679"
nm4302073,Michael Jacobs,NA,NA,"writer,producer,director","tt4845688,tt0090564,tt0097474,tt0088895"
nm0084537,Shem Bitterman,NA,NA,"writer,producer,director","tt0105117,tt0120095,tt1230380,tt0097474"
nm0308838,Kate Garwood,1978,NA,"producer,miscellaneous,actress","tt1797404,tt3499096,tt1780967,tt0904208"
nm4150847,Stephan James,1993,NA,actor,"tt1020072,tt7125860,tt4295258,tt3499096"
nm2345856,Eli Goree,NA,NA,"actor,producer","tt1302531,tt2661044,tt3499096,tt0831387"
nm4002412,Shanice Banton,NA,NA,actress,"tt0288937,tt2849100,tt1429449,tt3499096"
nm1100123,Joe Shrapnel,1976,NA,"writer,producer,miscellaneous","tt3499096,tt1221208,tt5617712,tt1780967"
nm3143608,Anna Waterhouse,NA,NA,"writer,producer","tt5617712,tt1221208,tt3499096,tt1780967"
nm0117722,Karsten Brünig,NA,NA,"production_manager,producer,location_management","tt0377800,tt3499096,tt0101458,tt0210065"
nm6251651,NA,NA,NA,NA,NA
nm0001649,Anne Ramsey,1929,1988,actress,"tt0089218,tt0090917,tt0096061,tt0094142"
nm0798800,Stu Silver,NA,NA,"writer,producer,actor","tt0094142,tt0098807,tt0086677,tt0075584"
nm0413013,Michael Jablow,NA,NA,"editor,editorial_department,camera_department","tt0272020,tt0302886,tt0079261,tt0094142"
nm0733678,Alex Rocco,1936,2015,actor,"tt0209475,tt0419749,tt0068646,tt0475394"
nm0541514,T.J. Mancini,NA,NA,"producer,writer,miscellaneous","tt1538503,tt0419749,tt0119989,tt0149171"
nm1868954,Robert J. McCrea,NA,NA,writer,"tt7415926,tt7294966,tt0419749,tt7294732"
nm1754593,Bob DeBrino,1951,NA,"producer,writer,assistant_director","tt0848535,tt0315297,tt0419749,tt3709616"
nm10379900,Robert D. Jaffe,NA,NA,producer,tt0240510
nm1320601,Mohamed Bouich,NA,NA,actor,tt0240510
nm0556571,A.E.W. Mason,1865,1948,writer,"tt0031334,tt0047708,tt0020890,tt0240510"
nm0271162,Paul Feldsher,NA,NA,producer,"tt0192071,tt0240510,tt0145734,tt0115742"
nm1469403,Nelson Cragg,NA,NA,"cinematographer,director,camera_department","tt2788432,tt0903747,tt2543312,tt1796960"
nm1489978,Jill Wagner,1979,NA,actress,"tt1031280,tt0823333,tt1567432,tt0374455"
nm1889973,Charles Baker,1971,NA,"actor,producer,cinematographer","tt1595656,tt2741602,tt0903747,tt1974419"
nm0929317,Toby Wilkins,1972,NA,"editor,visual_effects,director","tt2390334,tt1567432,tt1053859,tt1031280"
nm2135380,Ian Shorr,NA,NA,"writer,producer,actor","tt6251024,tt1031280,tt1981621,tt1592239"
nm2649739,Kai Barry,NA,NA,"writer,producer,director","tt1031280,tt1133943,tt2244941,tt3526470"
nm1656461,Ted Kroeber,NA,NA,producer,"tt0416471,tt3754162,tt1031280,tt3910154"
nm0003102,Job ter Burg,1972,NA,"editor,editorial_department,actor","tt1895315,tt3716530,tt1418760,tt0389557"
nm4454223,NA,NA,NA,NA,NA
nm0465551,Martin Koolhoven,1969,NA,"director,writer,actor","tt0795441,tt1895315,tt0408302,tt0239020"
nm0774950,Uwe Schott,1966,NA,"producer,executive","tt1371111,tt1895315,tt1602620,tt2980210"
nm0888920,Els Vandevorst,NA,NA,"producer,editor,editorial_department","tt0795441,tt1895315,tt0168629,tt0276919"
nm0004999,Shawn Hatosy,1975,NA,"actor,director,writer","tt1299368,tt5574490,tt0426883,tt0133751"
nm1172243,Frank Hannah,1971,NA,"writer,director,actor","tt3584352,tt0318374,tt8589850,tt1563719"
nm0325597,Debra Goldfield,NA,NA,"editorial_department,editor,sound_department","tt0185183,tt0139134,tt0096061,tt0094012"
nm0079374,Angela Bettis,1973,NA,"actress,producer,director","tt0172493,tt0303361,tt0319970,tt0367153"
nm0001166,James Duval,1972,NA,"actor,producer,writer","tt0116629,tt0246578,tt0303361,tt0187078"
nm1031246,Lucky McKee,1975,NA,"director,writer,producer","tt0303361,tt0972883,tt1714208,tt4163020"
nm0049592,Marius Balchunas,1971,NA,"director,producer,writer","tt1124396,tt0303361,tt0105812,tt10818092"
nm0836317,Scott Sturgeon,NA,NA,"writer,producer,actor","tt0455988,tt3622678,tt0118261,tt0303361"
nm1104637,Jammes Luckett,NA,NA,"soundtrack,composer,sound_department","tt0303361,tt0380066,tt0454932,tt1935896"
nm0001141,Angie Dickinson,1931,NA,"actress,soundtrack","tt0053221,tt0062138,tt0080661,tt0114319"
nm0372217,Anthony Heald,1944,NA,actor,"tt0102926,tt0376994,tt0384793,tt0289765"
nm0640413,Kevin J. O'Connor,1963,NA,actor,"tt0118956,tt0120616,tt0091738,tt0338526"
nm1206701,Leticia Dolera,1981,NA,"actress,writer,director","tt1649444,tt8344544,tt1423922,tt3720724"
nm0554614,Diego Martín,1974,NA,"actor,soundtrack","tt1060067,tt2955402,tt1649444,tt1648216"
nm0555140,Ismael Martínez,NA,NA,"actor,stunts,miscellaneous","tt0112922,tt1649444,tt0287467,tt0185125"
nm3856284,Àlex Monner,1995,NA,"actor,director,producer","tt1698292,tt8445788,tt4034208,tt1986825"
nm1091125,Mikel Salas,NA,NA,"composer,music_department,soundtrack","tt1388402,tt1649444,tt1002959,tt0479221"
nm3002021,Steve Bowen,NA,NA,producer,"tt2139959,tt3250026,tt4981636,tt1712170"
nm1347153,Tyler Perry,1969,NA,"writer,director,producer","tt0422093,tt2267998,tt1142800,tt0455612"
nm1201058,Kerry Williamson,NA,NA,"writer,producer,miscellaneous","tt1536537,tt0233469,tt1712170,tt8351430"
nm1155510,Jeffrey Jurgensen,NA,NA,writer,"tt4992134,tt0313911,tt0358349,tt7349950"
nm0290075,Andrew Francis,1985,NA,"actor,producer","tt0435670,tt0377191,tt0808506,tt0414982"
nm0004990,Angie Harmon,1972,NA,"actress,director","tt0098844,tt0479537,tt0313911,tt1551632"
nm0027590,William M. Anderson,1948,NA,"editor,editorial_department,producer","tt0100502,tt0082432,tt0097165,tt0120382"
nm0868178,Lisa Tornell,NA,NA,"producer,executive","tt0280760,tt0155776,tt0349169,tt0115963"
nm1069078,Uwe Fahrenkrog-Petersen,1960,NA,"soundtrack,composer,actor","tt0409459,tt0119229,tt0485947,tt2406566"
nm0003371,Wedigo von Schultzendorff,1945,NA,"cinematographer,camera_department,producer","tt0763844,tt1188729,tt3767278,tt0278823"
nm1978325,Taylor Kinney,1981,NA,actor,"tt2203939,tt1790885,tt2261391,tt3387542"
nm3713971,Yuri Sardarov,NA,NA,"actor,producer","tt2261391,tt1124035,tt1024648,tt1646980"
nm0280853,Randy Flagler,NA,NA,"actor,camera_department,miscellaneous","tt2805096,tt1646980,tt2261391,tt0203019"
nm2866876,Joe Minoso,NA,NA,actor,"tt2261391,tt2805096,tt1833285,tt0770828"
nm0934912,Jonathan Winfrey,1963,NA,"director,producer,actor","tt0167567,tt0115696,tt0419946,tt3993802"
nm1078479,John Cena,1977,NA,"actor,soundtrack,producer","tt0419946,tt1160368,tt3152624,tt4701182"
nm0662562,Anthony Ray Parker,1958,NA,actor,"tt0133093,tt0419946,tt0993841,tt0116365"
nm1669022,John Bonito,NA,NA,"director,miscellaneous","tt7222364,tt1321861,tt0419946,tt6436260"
nm1511698,Michelle Gallagher,NA,NA,"actress,writer,director","tt4592672,tt0419946,tt5621300,tt0265625"
nm4072885,Kathryn Sommer-Parry,NA,NA,producer,tt0419946
nm0567881,Mac McDonald,1949,NA,actor,"tt0454824,tt0119116,tt0096895,tt0227984"
